CYP51A1 LSS
MED27 MED1
MED27 MED12
CCR5 CCL5
ATP5J2 ATP5F1
ATP5J2 ATP5J
ATP5J2 ATP5A1
ATP5J2 ATP5H
CPSF4 CPSF2
CPSF4 CPSF1
CPSF4 WDR33
CPSF4 FIP1L1
MAML1 MAML3
MAML1 MAML2
POLR2J POLR2G
POLR2J INTS6
POLR2J POLR2L
POLR2J INTS3
POLR2J POLR2F
POLR2J POLR2E
POLR2J POLR2K
POLR2J POLR2B
POLR2J INTS5
POLR2J POLR2A
DCUN1D1 CUL1
AP2M1 AP2B1
AP2M1 AP2A1
AP2M1 AP2A2
STAT5B JAK2
NCKAP1L CYFIP1
NCKAP1L CYFIP2
ITGA5 ITGB1
MED11 MED12
EIF4A1 EIF4B
EIF4A1 EIF4G1
EIF4A1 EIF4E
POLR3K POLR3D
POLR3K POLR3F
POLR3K POLR2E
WDR24 SEH1L
WDR24 MIOS
WDR24 SEC13
WDR24 DEPDC5
WDR24 NPRL3
SLX4 MUS81
GNG3 GNB2
GNG3 GNB1
STX5 SCFD1
STX5 SEC22B
ARPC5 ARPC1B
ARPC5 ACTR2
ARPC5 ARPC2
ARPC5 ARPC4
NCSTN PSENEN
NCSTN PSEN1
NCSTN APH1A
NCSTN PSEN2
PEX13 PEX14
BBS5 BBS1
PDHA2 PDHB
IWS1 SUPT6H
MRPS18C MRPL42
ARPC2 ARPC5L
ARPC2 ARPC4
ARPC2 ARPC1B
ARPC2 ACTR2
CCT3 CCT6B
CCT3 CCT4
CCT3 BBS10
CCT3 CCT2
CCT3 TCP1
STT3B DDOST
STT3B MAGT1
STT3B RPN1
PRKCI PARD3
ABI2 BRK1
ABI2 WASF1
ABI2 CYFIP1
THOC7 THOC6
THOC7 THOC5
RPN1 DDOST
RPN1 STT3A
IFT122 IFT140
RHO GRK1
RHO SAG
PIGX PIGM
ADH5 ESD
MAD2L1 CDK1
MAD2L1 CDC16
MAD2L1 KIF20A
MAD2L1 CDC20
MAD2L1 NEK2
MAD2L1 CDC23
MAD2L1 ANAPC1
MAD2L1 MAD1L1
MAD2L1 BUB3
MAD2L1 ANAPC4
MAD2L1 BUB1
MAD2L1 ANAPC7
MAD2L1 CDC27
NAA15 NAA10
ABCE1 ETF1
RPS23 RPL28
RPS23 RPS18
RPS23 RPLP2
RPS23 RPS4X
RPS23 RPL13
RPS23 RPS17
RPS23 RPS28
RPS23 RPL34
RPS23 RPL39
RPS23 RPL7
RPS23 GNB2L1
RPS23 RPS3A
RPS23 RPL11
RPS23 RPL3
RPS23 RPL10
RPS23 RPL27
RPS23 RPL7A
RPS23 RPL21
RPS23 RPL31
RPS23 RPL24
RPS23 RPSA
RPS23 RPS29
RPS23 RPL27A
RPS23 FAU
RPS23 RPL23A
RPS23 RPL4
RPS23 RPL30
RPS23 RPS24
RPS23 RPS15A
RPS23 RPL23
RPS23 RPS6
RPS23 RPS27L
RPS23 RPS13
RPS23 RPL10L
RPS23 RPL36
RPS23 RPL38
RPS23 RPS9
RPS23 RPL37A
RPS23 RPL35A
RPS23 RPL36A
RPS23 RPL32
RPS23 RPS7
RPS23 RPL10A
RPS23 RPS25
RPS23 RPS14
RPS23 RPL5
RPS23 RPL15
RPS23 RPS20
RPS23 RPL22
RPS23 RPL17
RPS23 RPS21
RPS23 RPLP0
RPS23 RPLP1
RPS23 RPL14
RPS23 RPL12
RPS23 RPL9
RPS23 RPS8
RPS23 RPS27
RPS23 EEF2
RPS23 RPL13A
RPS23 UBA52
RPS23 RPS10
RPS23 RPL18
RPS23 RPL26
RPS23 RPS26
RPS23 EEF1A1
RPS23 RPS2
RPS23 RPS19
RPS23 RPL29
RPS23 RPS15
RPS23 RPS5
RPS23 RPL6
NDUFS4 MT-ND1
NDUFS4 NDUFS5
NDUFS4 NDUFS2
NDUFS4 NDUFA13
NDUFS4 NDUFV2
NDUFS4 NDUFV3
NDUFS4 NDUFA7
NDUFS4 NDUFA5
NDUFS4 NDUFA12
NDUFS4 NDUFA8
NDUFS4 NDUFS8
NDUFS4 NDUFB6
NDUFS4 NDUFS1
NDUFS4 MT-ND5
NDUFS4 NDUFB8
NDUFS4 NDUFA6
NDUFS4 NDUFAB1
NDUFS4 NDUFV1
NDUFS4 NDUFA11
RICTOR MLST8
RICTOR MTOR
UTP15 TBL3
UTP15 WDR46
UTP15 WDR36
UTP15 DCAF13
UTP15 CIRH1A
UTP15 WDR75
UTP15 HEATR1
UTP15 NOP14
UTP15 BMS1
UTP15 WDR43
TLR3 MAP3K7
TLR3 TRAF6
TLR3 TAB2
COG5 COG2
COG5 COG8
COG5 COG7
COG5 COG1
COG5 COG4
COG5 COG6
SLU7 PRPF8
SLU7 CDC40
HSPA9 HSPD1
SHH PTCH1
RAD21 SMC3
RAD21 STAG1
RAD21 PDS5A
RAD21 SMC1A
RAD21 SMC1B
MED30 MED18
MED30 MED1
MED30 MED12
TNFRSF11B TNFSF11
ORC5 MCM7
ORC5 ORC4
ORC5 ORC1
ORC5 MCM3
NOS3 AKT1
DCAF13 TBL3
DCAF13 WDR46
DCAF13 WDR36
DCAF13 CIRH1A
DCAF13 WDR75
DCAF13 NOP56
DCAF13 HEATR1
DCAF13 UTP14A
KIAA1429 CBLL1
KIAA1429 WTAP
NOL6 TBL3
NOL6 WDR46
NOL6 WDR36
NOL6 CIRH1A
NOL6 WDR3
NOL6 PDCD11
NOL6 NOP56
NOL6 HEATR1
NOL6 NOP14
NOL6 WDR43
NOL6 RRP7A
WRN RPA2
PCF11 CPSF2
RPL10L RPS18
RPL10L RPS4X
RPL10L RPL13
RPL10L RPS17
RPL10L RPS28
RPL10L RPL34
RPL10L RPL39
RPL10L RPL7
RPL10L RPS3A
RPL10L RPL11
RPL10L RPL3
RPL10L RPL27
RPL10L RPL7A
RPL10L RPL21
RPL10L RPL31
RPL10L RPL24
RPL10L RPSA
RPL10L RPL27A
RPL10L FAU
RPL10L RPL23A
RPL10L RPL4
RPL10L RPL30
RPL10L RPS15A
RPL10L RPL23
RPL10L RPS6
RPL10L RPS13
RPL10L RPL36
RPL10L RPL38
RPL10L RPS9
RPL10L RPL37A
RPL10L RPL35A
RPL10L RPL36A
RPL10L RPL32
RPL10L RPS7
RPL10L RPL10A
RPL10L RPS25
RPL10L RPS14
RPL10L RPL5
RPL10L RPL15
RPL10L RPL22
RPL10L RPL17
RPL10L RPS21
RPL10L RPLP0
RPL10L RPL14
RPL10L RPL12
RPL10L RPL9
RPL10L RPS8
RPL10L EEF2
RPL10L RPL13A
RPL10L UBA52
RPL10L RPS10
RPL10L RPL18
RPL10L RPL26
RPL10L RPS26
RPL10L RPS2
RPL10L RPS19
RPL10L RPL29
RPL10L RPS15
RPL10L RPS5
RPL10L RPL6
TSC1 TBC1D7
WAPAL SMC3
WAPAL PDS5B
WAPAL PDS5A
CPSF2 CPSF1
CPSF2 WDR33
VPS35 VPS26A
VPS35 VPS29
VPS35 SNX2
HIF1AN HIF1A
NDUFB8 NDUFA7
NDUFB8 NDUFS5
NDUFB8 NDUFA5
NDUFB8 NDUFS2
NDUFB8 NDUFA12
NDUFB8 NDUFA8
NDUFB8 NDUFB6
NDUFB8 NDUFV2
NDUFB8 NDUFA6
NDUFB8 NDUFAB1
NDUFB8 NDUFA11
COPS2 GPS1
COPS2 COPS5
COPS2 COPS8
COPS2 COPS7B
COPS2 COPS6
COPS2 COPS7A
CCT2 CCT6B
CCT2 CCT4
CCT2 BBS10
CCT2 TCP1
TAF10 TAF8
TAF10 TBP
TAF10 TAF5
TAF10 TAF6
TAF10 TAF3
TAF10 TAF11
TAF10 TAF13
TAF10 TAF7
RAG1 RAG2
IDH3A IDH3B
LEO1 CTR9
LEO1 RTF1
LEO1 CDC73
HSP90B1 HSPA5
HSP90B1 CALR
NCAPH2 NCAPD3
NCAPH2 NCAPG2
POLR3E POLR3D
POLR3E POLR3G
POLR3E POLR3H
POLR3E POLR3F
POLR3E CRCP
POLR3E POLR3A
POLR3E POLR3C
COG1 COG4
COG1 COG2
COG1 COG8
COG1 COG7
COG1 COG6
DCTN5 DCTN2
DCTN5 ACTR1A
DCTN5 DCTN4
PLK1 FZR1
PLK1 CDC20
PLK1 BUB1
PATL1 LSM1
MRPL16 MRPL19
MRPL16 MRPL22
MRPL16 MRPL11
MRPL16 MRPL40
MRPL16 MRPL2
MRPL16 MRPS16
MRPL16 MRPL13
PDIA3 CALR
NUDT21 CPSF7
SNRPD1 PRPF3
SNRPD1 PRPF8
SNRPD1 LSM5
SNRPD1 SNRPN
SNRPD1 SNRPD2
SNRPD1 SNRPE
SNRPD1 PRPF31
SNRPD1 GEMIN2
SNRPD1 SNRPB
SNRPD1 EFTUD2
SNRPD1 LSM6
SNRPD1 SNRNP200
SNRPD1 LSM3
SNRPD1 DDX23
SNRPD1 SNRNP70
SNRPD1 LSM2
MED1 MED24
MED1 MED16
MED1 MED25
MED1 CCNC
MED1 MED23
MED1 MED14
MED1 MED29
MED1 MED6
MED1 MED22
MED1 MED18
MED1 MED19
MED1 CDK19
MED1 MED13
MED1 MED12
ATP5L ATP5F1
ATP5L ATP5I
ATP5L ATP5H
CD3D CD3E
RRM1 RRM2
GNG8 GNB2
GNG8 GNB1
CDT1 MCM7
CDT1 ORC1
CDT1 MCM3
TUBA1A TUBA1B
LIN37 LIN54
LIN37 LIN52
LIN37 LIN9
TSR1 LTV1
PELP1 LAS1L
NDUFA7 NDUFS5
NDUFA7 NDUFA12
NDUFA7 NDUFA8
NDUFA7 NDUFA13
NDUFA7 NDUFA3
NDUFA7 NDUFS8
NDUFA7 NDUFB6
NDUFA7 NDUFA6
NDUFA7 NDUFAB1
ICT1 MRPL19
ATP5H ATP5F1
ATP5H ATP5C1
ATP5H ATP5J
ATP5H ATP5A1
ATP5H ATP5I
BIRC5 CDCA8
DDB1 CUL4B
DDB1 CUL4A
POLR2G INTS6
POLR2G SUPT5H
POLR2G POLR2L
POLR2G INTS3
POLR2G GTF2F2
POLR2G POLR2H
POLR2G POLR2F
POLR2G POLR2E
POLR2G POLR2K
POLR2G GTF2B
POLR2G POLR2B
POLR2G INTS5
POLR2G POLR2A
FADD CASP8
FADD FAS
PRL PRLR
LSM3 PRPF3
LSM3 LSM5
LSM3 SNRPD2
LSM3 SNRPE
LSM3 LSM4
LSM3 LSM6
LSM3 LSM1
LSM3 LSM2
CCL11 CCR3
POLR1D POLR3D
POLR1D POLR1B
POLR1D POLR2L
POLR1D POLR3H
POLR1D POLR3F
POLR1D POLR2H
POLR1D POLR3A
POLR1D POLR2F
POLR1D POLR2E
POLR1D POLR3C
POLR1D POLR1C
BUB1 CDK1
BUB1 CDC20
BUB1 AURKB
BUB1 BUB3
BUB1 ZWINT
BUB1 CASC5
BCL2L1 CASP8
BCL2L1 BCL2L11
BCL2L1 BECN1
BCL2L1 BAD
BCL2L1 BID
TRAPPC1 TRAPPC2
TRAPPC1 TRAPPC5
TRAPPC1 TRAPPC3
RPS9 RPL28
RPS9 RPS18
RPS9 RPLP2
RPS9 RPS4X
RPS9 RPL13
RPS9 RPS17
RPS9 RPS28
RPS9 RPL34
RPS9 RPL39
RPS9 RPL7
RPS9 GNB2L1
RPS9 RPS3A
RPS9 RPL11
RPS9 RPL3
RPS9 RPL10
RPS9 RPL27
RPS9 RPL7A
RPS9 RPL21
RPS9 RPL31
RPS9 RPL24
RPS9 RPSA
RPS9 RPS29
RPS9 RPL26L1
RPS9 RPL27A
RPS9 FAU
RPS9 RPL23A
RPS9 RPL4
RPS9 RPL30
RPS9 RPS24
RPS9 RPS15A
RPS9 RPL23
RPS9 RPS6
RPS9 RPS13
RPS9 RPL36
RPS9 RPL38
RPS9 RPL37A
RPS9 RPL35A
RPS9 RPL36A
RPS9 RPL32
RPS9 RPS7
RPS9 RPL10A
RPS9 RPS25
RPS9 RPS14
RPS9 RPL5
RPS9 RPL15
RPS9 EIF3M
RPS9 RPS20
RPS9 RPL22
RPS9 RPL17
RPS9 RPS21
RPS9 RPLP0
RPS9 RPLP1
RPS9 RPL14
RPS9 RPL12
RPS9 RPL9
RPS9 RPS8
RPS9 RPS27
RPS9 EEF2
RPS9 RPL13A
RPS9 UBA52
RPS9 RPS10
RPS9 RPL18
RPS9 RPL26
RPS9 RPS26
RPS9 EEF1A1
RPS9 RPS2
RPS9 RPS19
RPS9 RPL29
RPS9 RPS15
RPS9 RPS5
RPS9 RPL6
HDAC3 NCOR2
TMED10 TMED9
MAT2A MAT2B
PCSK9 LDLR
JUNB FOS
FNTA PGGT1B
PDS5A SMC3
PDS5A SMC1A
N6AMT1 TRMT112
CDC25A CHEK1
INSR INS
INSR IRS1
CTLA4 CD86
COPS6 COPS5
COPS6 COPS7B
COPS6 GPS1
COPS6 COPS8
COPS6 COPS7A
POP7 RPP25
CTNNA1 CTNNB1
IRS1 PTPN11
SRP9 SRP68
SRP9 SRP54
SRP9 SRP19
SRP9 SRP72
GNB2 GNG5
GNB2 GNG7
GNB2 GNGT2
GNB2 GNG4
GNB2 GNG12
GNB2 GNG2
GNB2 GNG10
COG7 COG4
COG7 COG2
COG7 COG8
COG7 COG6
COG8 COG2
COG8 COG4
COG8 COG6
FEN1 PCNA
SF3B3 SF3B5
SF3B3 PRPF8
SF3B3 SF3B2
SF3B3 SF3B1
SF3B3 SNRPD2
SF3B3 PRPF31
SF3B3 CDC5L
SF3B3 EFTUD2
SF3B3 SNRNP200
SF3B3 XAB2
ATP5I ATP5F1
ATP5I ATP5J
FGB FGG
FGB FGA
FOS JUN
FGA F2
FGA FGG
UQCRFS1 CYCS
UQCRFS1 CYC1
UQCRFS1 UQCRB
UQCRFS1 UQCR10
UQCRFS1 UQCRH
UQCRFS1 MT-CYB
UQCRFS1 UQCRQ
MRPL13 MRPL19
MRPL13 MRPL18
MRPL13 MRPL11
MRPL13 MRPL9
MRPL13 MRPL47
MRPL13 MRPL24
MRPL13 MRPL1
MRPL13 MRPL2
MRPL13 MRPL46
MRPL13 MRPL21
MRPL13 MRPL41
PPIH PRPF4
PPIH PRPF31
PPIH PRPF3
PPIH NHP2L1
SEC23A SEC31A
SEC23A SEC24A
SEC23A SEC24B
ASL ASS1
PDHB PDHA1
RPTOR MLST8
RPTOR LAMTOR3
RPTOR LAMTOR2
RPTOR RRAGC
RPTOR EIF4EBP1
RPTOR RRAGA
RPTOR MTOR
RPTOR LAMTOR4
MCM7 ORC4
MCM7 GINS3
MCM7 MCM10
MCM7 MCMBP
MCM7 CDC7
MCM7 ORC1
MCM7 CDC45
MCM7 MCM3
WDR48 USP1
WDR48 USP46
QARS AIMP1
QARS IARS
QARS KARS
QARS LARS
CCDC132 VPS53
TADA3 SUPT20H
TADA3 TADA2A
TADA3 TADA2B
CYCS MT-CO1
CYCS CYC1
MUS81 EME1
MUS81 EME2
U2AF2 HNRNPM
U2AF2 SF1
U2AF2 U2AF35
RPL13 RPL28
RPL13 RPS18
RPL13 RPLP2
RPL13 RPS4X
RPL13 RPS17
RPL13 RPS28
RPL13 RPL34
RPL13 RPL39
RPL13 RPL7
RPL13 GNB2L1
RPL13 RPS3A
RPL13 RPL11
RPL13 RPL3
RPL13 RPL10
RPL13 RPL27
RPL13 RPL7A
RPL13 RPL21
RPL13 RPL31
RPL13 RPL24
RPL13 RPSA
RPL13 RPS29
RPL13 RPL26L1
RPL13 RPL27A
RPL13 FAU
RPL13 RPL23A
RPL13 RPL4
RPL13 RPL30
RPL13 RPS24
RPL13 RPS15A
RPL13 RPL23
RPL13 RPS6
RPL13 RPS27L
RPL13 RPS13
RPL13 RPL36
RPL13 RPL38
RPL13 RPL37A
RPL13 RPL35A
RPL13 RPL36A
RPL13 RPL32
RPL13 RPS7
RPL13 RPL10A
RPL13 RPS25
RPL13 RPS14
RPL13 RPL5
RPL13 RPL15
RPL13 RPS20
RPL13 RPL22
RPL13 RPL17
RPL13 RPS21
RPL13 RPLP0
RPL13 RPLP1
RPL13 RPL14
RPL13 RPL12
RPL13 RPL9
RPL13 RPS8
RPL13 RPS27
RPL13 EEF2
RPL13 RPL13A
RPL13 UBA52
RPL13 RPS10
RPL13 RPL18
RPL13 RPL26
RPL13 RPS26
RPL13 RPS2
RPL13 RPS19
RPL13 RPL29
RPL13 RPS15
RPL13 RPS5
RPL13 RPL6
EEF2 RPL28
EEF2 RPLP2
EEF2 RPS4X
EEF2 RPS17
EEF2 RPS28
EEF2 RPL7
EEF2 GNB2L1
EEF2 RPL3
EEF2 RPL27
EEF2 RPL7A
EEF2 RPL21
EEF2 RPL31
EEF2 RPL4
EEF2 RPS15A
EEF2 RPS13
EEF2 RPS25
EEF2 RPL5
EEF2 RPLP0
EEF2 RPL9
EEF2 RPS8
EEF2 UBA52
EEF2 RPL18
EEF2 RPS2
EEF2 RPS5
EEF2 RPS18
EEF2 RPS3A
EEF2 RPL11
EEF2 RPSA
EEF2 RPL27A
EEF2 RPL23A
EEF2 RPL30
EEF2 RPL23
EEF2 RPS6
EEF2 RPL35A
EEF2 RPL32
EEF2 RPS7
EEF2 RPL10A
EEF2 RPS14
EEF2 RPL15
EEF2 RPS20
EEF2 RPL17
EEF2 RPL12
EEF2 RPL13A
EEF2 RPL26
EEF2 RPS15
EEF2 RPL6
TADA2B SUPT3H
WDR3 TBL3
WDR3 WDR36
WDR3 CIRH1A
WDR3 HEATR1
WDR3 NOP14
WDR3 NOC4L
RNASEH2C RNASEH2B
MRPL38 MRPL18
ATP5S ATP5F1
GEMIN2 SMN1
GEMIN2 DDX20
GEMIN2 SMN2
F2 SERPINC1
APITD1 FANCL
APITD1 STRA13
APITD1 C17ORF70
APITD1 FANCA
APITD1 RMI1
APITD1 RPA2
APITD1 FANCF
APITD1 TOP3A
APITD1 C19ORF40
APITD1 FANCB
APITD1 BLM
APITD1 FANCG
CLOCK CRY2
CLOCK ARNTL
MRPL11 MRPL19
MRPL11 MRPL9
MRPL11 MRPL24
MRPL11 MRPL1
MRPL11 MRPL2
MRPL11 MRPL21
MRPL11 MRPS16
RPL15 RPL28
RPL15 RPS18
RPL15 RPLP2
RPL15 RPS4X
RPL15 RPS17
RPL15 RPS28
RPL15 RPL34
RPL15 RPL39
RPL15 RPL7
RPL15 GNB2L1
RPL15 RPS3A
RPL15 RPL11
RPL15 RPL3
RPL15 RPL10
RPL15 RPL27
RPL15 RPL7A
RPL15 RPL21
RPL15 RPL31
RPL15 RPL24
RPL15 RPSA
RPL15 RPS29
RPL15 RPL26L1
RPL15 RPL27A
RPL15 FAU
RPL15 RPL23A
RPL15 RPL4
RPL15 RPL30
RPL15 RPS24
RPL15 RPS15A
RPL15 RPL23
RPL15 RPS6
RPL15 RPS27L
RPL15 RPS13
RPL15 RPL36
RPL15 RPL38
RPL15 RPL37A
RPL15 RPL35A
RPL15 RPL36A
RPL15 RPL32
RPL15 RPS7
RPL15 RPL10A
RPL15 RPS25
RPL15 RPS14
RPL15 RPL5
RPL15 RPS20
RPL15 RPL22
RPL15 RPL17
RPL15 RPS21
RPL15 RPLP0
RPL15 RPLP1
RPL15 RPL14
RPL15 RPL12
RPL15 RPL9
RPL15 RPS8
RPL15 RPS27
RPL15 RPL13A
RPL15 UBA52
RPL15 RPS10
RPL15 RPL18
RPL15 RPL26
RPL15 RPS26
RPL15 EEF1A1
RPL15 RPS2
RPL15 RPS19
RPL15 RPL29
RPL15 RPS15
RPL15 RPS5
RPL15 RPL6
PIGS PIGK
VPS41 VPS16
VPS41 VPS11
PSMD1 PSMC5
PSMD1 PSMC2
PSMD1 PSMB2
PSMD1 PSMB3
PSMD1 PSMD4
PSMD1 PSMC3
PSMD1 PSMD12
PSMD1 PSMD13
PSMD1 PSMD6
PSMD1 PSMD14
PSMD1 PSMA1
PSMD1 PSMA7
PSMD1 ADRM1
PSMD1 PSMC6
PSMD1 PSMD2
PSMD1 PSMB5
DPYSL2 DPYSL3
UQCRH CYC1
UQCRH UQCRB
UQCRH UQCR10
UQCRH MT-CYB
UQCRH UQCRQ
RPL38 RPL28
RPL38 RPS18
RPL38 RPLP2
RPL38 RPS4X
RPL38 RPS17
RPL38 RPS28
RPL38 RPL34
RPL38 RPL39
RPL38 RPL7
RPL38 GNB2L1
RPL38 RPS3A
RPL38 RPL11
RPL38 RPL3
RPL38 RPL10
RPL38 RPL27
RPL38 RPL7A
RPL38 RPL21
RPL38 RPL31
RPL38 RPL24
RPL38 RPSA
RPL38 RPS29
RPL38 RPL27A
RPL38 FAU
RPL38 RPL23A
RPL38 RPL4
RPL38 RPL30
RPL38 RPS24
RPL38 RPS15A
RPL38 RPL23
RPL38 RPS6
RPL38 RPS13
RPL38 RPL36
RPL38 RPL37A
RPL38 RPL35A
RPL38 RPL36A
RPL38 RPL32
RPL38 RPS7
RPL38 RPL10A
RPL38 RPS25
RPL38 RPS14
RPL38 RPL5
RPL38 RPS20
RPL38 RPL22
RPL38 RPL17
RPL38 RPS21
RPL38 RPLP0
RPL38 RPLP1
RPL38 RPL14
RPL38 RPL12
RPL38 RPL9
RPL38 RPS8
RPL38 RPS27
RPL38 RPL13A
RPL38 UBA52
RPL38 RPS10
RPL38 RPL18
RPL38 RPL26
RPL38 RPS26
RPL38 RPS2
RPL38 RPS19
RPL38 RPL29
RPL38 RPS15
RPL38 RPS5
RPL38 RPL6
PSMD2 PSMC5
PSMD2 PSMC2
PSMD2 PSMB2
PSMD2 PSMB3
PSMD2 PSMD4
PSMD2 PSMC3
PSMD2 PSMD12
PSMD2 PSMD13
PSMD2 PSMD6
PSMD2 PSMD14
PSMD2 PSMA1
PSMD2 PSMA7
PSMD2 ADRM1
PSMD2 PSMC6
PSMD2 PSMB5
INTS6 INTS2
INTS6 VWA9
INTS6 POLR2L
INTS6 INTS4
INTS6 INTS3
INTS6 POLR2H
INTS6 INTS7
INTS6 INTS10
INTS6 POLR2E
INTS6 INTS8
INTS6 INTS12
INTS6 POLR2B
INTS6 INTS9
INTS6 INTS5
INTS6 CPSF3L
INTS6 NABP2
INTS6 INTS1
INTS6 POLR2A
RMI2 RMI1
SART1 PRPF8
SART1 PRPF31
SART1 CDC5L
SART1 EFTUD2
SART1 SNRNP200
SART1 PRPF3
SART1 LSM5
SART1 SF3B1
SART1 SNRPD2
SART1 NHP2L1
ERCC4 EME1
PSMC5 PSMC2
PSMC5 PSMD4
PSMC5 PSMD6
PSMC5 PSMA1
PSMC5 PSMC6
PSMC5 PSMA8
PSMC5 PSMB2
PSMC5 PSMB3
PSMC5 PSMC3
PSMC5 PSMD12
PSMC5 PSMD13
PSMC5 PSMD14
PSMC5 PSMB8
PSMC5 PSMA7
PSMC5 ADRM1
PSMC5 PSMB5
LSM1 LSM5
LSM1 LSM4
LSM1 LSM6
LSM1 LSM2
ISCU NFS1
NUP93 NUP62
NUP93 NUP188
DDX23 PRPF8
DDX23 PRPF31
DDX23 EFTUD2
DDX23 SNRNP200
DDX23 PRPF3
DDX23 SNRPD2
CASP3 CASP8
CASP3 XIAP
CD200R1 CD200
CKS1B CDK1
PSMA8 PSMC2
PSMA8 PSMD6
PSMA8 PSMA1
PSMA8 PSMC6
PSMA8 PSMB2
PSMA8 PSMB3
PSMA8 PSMC3
PSMA8 PSMB5
PPP2R1B PPP2R5E
PPP2R1B PPP2CA
PPP2R1B PPP2R1A
RAD9A RAD1
RPL4 RPL28
RPL4 RPLP2
RPL4 RPS4X
RPL4 RPS17
RPL4 RPS28
RPL4 RPL39
RPL4 RPL7
RPL4 GNB2L1
RPL4 RPL3
RPL4 RPL27
RPL4 RPL7A
RPL4 RPL21
RPL4 RPL31
RPL4 RPL24
RPL4 RPL26L1
RPL4 FAU
RPL4 RPS15A
RPL4 RPS27L
RPL4 RPS13
RPL4 RPL36
RPL4 RPL37A
RPL4 RPS25
RPL4 RPL5
RPL4 RPLP0
RPL4 RPLP1
RPL4 RPL14
RPL4 RPL9
RPL4 RPS8
RPL4 UBA52
RPL4 RPS10
RPL4 RPL18
RPL4 EEF1A1
RPL4 RPS2
RPL4 RPS19
RPL4 RPS5
RPL4 RPS18
RPL4 RPL34
RPL4 RPS3A
RPL4 RPL11
RPL4 RPL10
RPL4 RPSA
RPL4 RPS29
RPL4 RPL27A
RPL4 RPL23A
RPL4 RPL30
RPL4 RPS24
RPL4 RPL23
RPL4 RPS6
RPL4 RPL35A
RPL4 RPL32
RPL4 RPS7
RPL4 RPL10A
RPL4 RPS14
RPL4 RPS20
RPL4 RPL22
RPL4 RPL17
RPL4 RPS21
RPL4 RPL12
RPL4 RPS27
RPL4 RPL13A
RPL4 RPL26
RPL4 RPS26
RPL4 RPL29
RPL4 RPS15
RPL4 RPL6
SRP68 SRP54
SRP68 SRP19
SRP68 SRP72
MRPL46 DAP3
MRPL46 MRPL43
MRPL46 MRPL47
MRPL46 MRPL40
CFLAR FAS
CASP2 CRADD
CASP2 BID
TAF7 TAF8
TAF7 TBP
TAF7 TAF5
TAF7 TAF1
TAF7 TAF6
TAF7 TAF2
TAF7 TAF11
TAF7 TAF13
CLSPN RPA2
GNAI2 GNB1
PABPC1 SMG1
PABPC1 RBM8A
PABPC1 GSPT1
PABPC1 GSPT2
PABPC1 EIF4G1
NPHP1 NPHP4
PRKDC XRCC5
PRKDC XRCC4
PRKDC XRCC6
PFAS GART
PDS5B SMC3
PDS5B STAG1
PDS5B SMC1A
AURKB CDCA8
AURKB KIF20A
AURKB CDC20
AURKB INCENP
AURKB KIF2C
C1QB C1QC
C1QB C1QA
ANAPC2 ANAPC1
ANAPC2 ANAPC16
ANAPC2 PTTG1
ANAPC2 CDC26
ANAPC2 UBE2D2
ANAPC2 CDC16
ANAPC2 ANAPC10
ANAPC2 FZR1
ANAPC2 ANAPC4
ANAPC2 ANAPC7
ANAPC2 ANAPC15
ANAPC2 CDC20
ANAPC2 ANAPC13
ANAPC2 CDC27
ANAPC2 ANAPC11
ANAPC2 CDC23
WDR75 WDR46
WDR75 WDR36
WDR75 CIRH1A
WDR75 HEATR1
WDR75 WDR43
VAMP2 STX3
VAMP2 STX2
MED29 MED18
MED29 MED12
METTL1 WDR4
ANGPT2 TEK
EDNRA EDN1
MRPL1 MRPL19
RNF31 SHARPIN
RNF31 RBCK1
PRPF3 PRPF8
PRPF3 LSM5
PRPF3 PRPF4
PRPF3 SF3B1
PRPF3 SNRPD2
PRPF3 SNRPE
PRPF3 PRPF31
PRPF3 LSM4
PRPF3 SNRPB
PRPF3 EFTUD2
PRPF3 NHP2L1
PRPF3 SNRNP200
PRPF3 LSM2
MRPS31 MRPS23
MRPS31 MRPS33
EXOSC4 EXOSC10
EXOSC4 EXOSC2
EXOSC4 EXOSC3
EXOSC4 EXOSC6
EXOSC4 DIS3
EXOSC4 EXOSC8
EXOSC4 EXOSC1
EXOSC4 DIS3L
EXOSC4 EXOSC9
TYMS DHFR
TYMS DUT
PAM16 DNAJC19
STAT2 IRF9
NDUFS8 MT-ND1
NDUFS8 NDUFS5
NDUFS8 NDUFS2
NDUFS8 NDUFA13
NDUFS8 NDUFV2
NDUFS8 NDUFA5
NDUFS8 NDUFA12
NDUFS8 NDUFA8
NDUFS8 NDUFB6
NDUFS8 NDUFS1
NDUFS8 NDUFA6
NDUFS8 NDUFAB1
NDUFS8 NDUFV1
COG4 COG2
COG4 COG6
CSTF3 CPSF1
CSTF3 CSTF2T
CSTF3 CSTF2
NUP98 NUP43
NUP98 SEC13
HNRNPA0 HNRNPH1
UBE2N UBE2V2
UBE2N UBC
BAIAP2 CDC42
DLGAP1 DLG4
SUZ12 RBBP4
SUZ12 AEBP2
SUZ12 EZH2
SUZ12 JARID2
SUZ12 EZH1
RMI1 C17ORF70
RMI1 FANCF
RMI1 TOP3A
RMI1 FANCA
RMI1 RPA2
RMI1 BLM
SNRNP200 PRPF8
SNRNP200 PRPF4
SNRNP200 SNRPE
SNRNP200 PRPF31
SNRNP200 CDC5L
