CYP51A1 LSS
COPS8 COPS7A
ATG7 ATG12
VPS72 DMAP1
FYN CTNND1
FYN YES1
HNRNPA2B1 HNRNPF
HNRNPA2B1 HNRNPH1
HNRNPA2B1 HNRNPC
HNRNPA2B1 TRA2B
HNRNPA2B1 PTBP1
PES1 EBNA1BP2
PES1 GNL3
PES1 BOP1
PES1 NSA2
GPAA1 PIGK
BLM TOP3A
BLM RPA2
BLM FANCG
BLM FANCA
POLR3H POLR3D
POLR3H POLR3G
POLR3H POLR3F
POLR3H CRCP
POLR3H POLR3A
POLR3H POLR1C
AP3M1 AP3D1
ERCC5 ERCC2
FAS CASP8
UBE2I RANGAP1
UBE2I SUMO1
UBE2I SUMO2
C1D EXOSC10
C1D EXOSC2
C1D EXOSC8
C1D EXOSC1
C1D EXOSC9
GTF2E2 GTF2F1
PSMD12 PSMC2
PSMD12 PSMB2
PSMD12 PSMB3
PSMD12 PSMD4
PSMD12 PSMC3
PSMD12 PSMD13
PSMD12 PSMD6
PSMD12 PSMD14
PSMD12 PSMA1
PSMD12 PSMA7
PSMD12 ADRM1
PSMD12 PSMC6
PSMD12 PSMB5
UVRAG BECN1
GTF3C1 GTF3C5
UPF2 RNPS1
UPF2 UPF3A
UPF2 SMG1
UPF2 UPF1
UPF2 RBM8A
UBE2C CDK1
UBE2C CDC20
UBE2C ANAPC11
UBE2C UBE3D
RPS26 RPL28
RPS26 RPS18
RPS26 RPS4X
RPS26 RPS28
RPS26 RPL34
RPS26 RPL39
RPS26 GNB2L1
RPS26 RPL11
RPS26 RPL10
RPS26 RPL27
RPS26 RPL7A
RPS26 RPL31
RPS26 RPL24
RPS26 RPS29
RPS26 RPL26L1
RPS26 FAU
RPS26 RPL23A
RPS26 RPL30
RPS26 RPS24
RPS26 RPL23
RPS26 RPS6
RPS26 RPS13
RPS26 RPL36
RPS26 RPL37A
RPS26 RPL35A
RPS26 RPL32
RPS26 RPL10A
RPS26 RPS25
RPS26 RPS14
RPS26 RPL5
RPS26 RPS20
RPS26 RPL17
RPS26 RPLP0
RPS26 RPL14
RPS26 RPL12
RPS26 RPL9
RPS26 RPS8
RPS26 RPS27
RPS26 RPL13A
RPS26 UBA52
RPS26 RPS10
RPS26 RPL18
RPS26 RPL26
RPS26 RPS19
RPS26 RPL29
RPS26 RPS15
RPS26 RPS5
RPS26 RPL6
PEX14 PEX5
ATP5C1 ATP5F1
ATP5C1 ATP5A1
HNRNPH1 HNRNPK
PIK3R4 BECN1
ITGAL ITGB2
SPTBN1 SPTAN1
NHEJ1 XRCC4
PTBP1 HNRNPK
PTBP1 ELAVL1
CHD4 RBBP7
COL9A1 COL9A2
SMARCAL1 RPA2
ANAPC11 PTTG1
ANAPC11 UBE2D2
ANAPC11 CDC16
ANAPC11 FZR1
ANAPC11 ANAPC4
ANAPC11 CDC27
ACTB CFL1
SMC4 NCAPD3
SMC1B SMC3
SMC1B STAG1
POP5 POP4
POP5 RPP30
POP5 RPP21
AP1B1 AP1M1
AP1B1 AP1S2
POT1 ACD
PRIM1 POLA1
PRIM1 RFC4
PRIM1 PRIM2
COPS5 GPS1
COPS5 COPS7A
XAB2 CWC22
XAB2 CDC5L
XAB2 BCAS2
XAB2 EFTUD2
XAB2 CDC40
XAB2 PLRG1
XAB2 CRNKL1
WTAP CBLL1
CNOT3 CNOT7
CNOT3 CNOT4
CNOT3 CNOT8
DNA2 EXO1
EPHA2 EFNA1
CASP8 CASP7
CASP8 XIAP
RAD52 RAD51
RAD52 RPA2
PSMB10 PSMB9
PSMB10 PSMD6
PSMB10 PSMB2
PSMB10 PSMB3
TTC37 SKIV2L
STIP1 HSP90AB1
VCP NSFL1C
VCP SYVN1
EDC4 DCP2
NAE1 UBA3
XRCC6 XRCC5
XRCC2 RAD51D
NUP214 NUP88
NUP214 NUP62
BABAM1 BRCC3
BABAM1 FAM175A
BABAM1 UIMC1
ATP6V1H ATP6V1F
TEAD4 YAP1
MCMBP MCM3
HLA-DRB1 HLA-DRA
GATAD2A MBD3
CDC16 ANAPC16
CDC16 CDC26
CDC16 ANAPC10
CDC16 FZR1
CDC16 ANAPC4
CDC16 ANAPC7
CDC16 CDC20
CDC16 ANAPC13
CDC16 CDC27
CDC16 CDC23
EIF2B3 EIF2B1
EIF2B3 EIF2B4
COL4A2 COL4A1
ETF1 SMG1
ETF1 GSPT1
ITGB1BP1 KRIT1
GTPBP4 NSA2
GTPBP4 GNL2
MRPL37 MRPL45
MRPL37 MRPS30
MRPL37 MRPL41
EIF3B EIF3F
EIF3B EIF3H
EIF3B EIF3I
EIF3B EIF3A
EIF3B EIF3M
EIF3B EIF3L
NCKAP1 WASF1
NCKAP1 CYFIP1
NCKAP1 CYFIP2
NCKAP1 WASF2
MT-CO1 MT-CO2
MT-CO1 MT-CO3
MT-CO1 MT-CYB
MRPL24 MRPL19
MRPL24 MRPL9
MRPL24 MRPL2
MRPL24 MRPL21
MT-CYB MT-ND1
MT-CYB UQCRB
MT-CYB MT-CO2
MT-CYB MT-CO3
MT-CYB MT-ND4
MT-CYB MT-ND2
MT-CYB MT-ATP6
MT-CYB MT-ND5
MT-CYB UQCRQ
MTOR MLST8
MTOR LAMTOR2
MTOR FKBP1A
MTOR AKT1
MRPL21 MRPL19
MRPL21 MRPL9
MRPL21 MRPS16
MT-ATP6 MT-ND1
MT-ATP6 MT-CO3
MT-ATP6 MT-ND4
TAF11 TAF8
TAF11 TBP
TAF11 TAF5
TAF11 TAF1
TAF11 TAF6
TAF11 TAF2
TAF11 TAF13
MAGT1 DDOST
MT-ND6 MT-ND1
MT-ND6 MT-ND4
MT-ND6 MT-ND2
MT-ND6 MT-ND4L
MT-ND6 MT-ND5
MT-ND6 MT-ND3
MT-ND1 NDUFS5
MT-ND1 NDUFS2
MT-ND1 MT-ND4L
MT-ND1 MT-ND4
MT-ND1 MT-ND2
MT-ND1 NDUFS1
MT-ND1 MT-ND5
MT-ND1 NDUFA6
MT-ND1 MT-ND3
SMC3 STAG1
MT-ND4L MT-ND4
MT-ND4L MT-ND2
MT-ND4L MT-ND5
MT-ND4L MT-ND3
RPL12 RPL28
RPL12 RPS18
RPL12 RPS4X
RPL12 RPS28
RPL12 RPL34
RPL12 RPL39
RPL12 GNB2L1
RPL12 RPL11
RPL12 RPL10
RPL12 RPL27
RPL12 RPL7A
RPL12 RPL31
RPL12 RPL24
RPL12 RPS29
RPL12 RPL26L1
RPL12 FAU
RPL12 RPL23A
RPL12 RPL30
RPL12 RPS24
RPL12 RPL23
RPL12 RPS6
RPL12 RPS13
RPL12 RPL36
RPL12 RPL37A
RPL12 RPL35A
RPL12 RPL36A
RPL12 RPL32
RPL12 RPL10A
RPL12 RPS25
RPL12 RPS14
RPL12 RPL5
RPL12 RPS20
RPL12 RPL17
RPL12 RPLP0
RPL12 RPL14
RPL12 RPL9
RPL12 RPS8
RPL12 RPS27
RPL12 RPL13A
RPL12 UBA52
RPL12 RPS10
RPL12 RPL18
RPL12 RPL26
RPL12 RPS19
RPL12 RPL29
RPL12 RPS15
RPL12 RPS5
RPL12 RPL6
DCTN1 DCTN2
MT-ND5 MT-ND4
MT-ND5 MT-ND2
MT-ND5 NDUFA6
MT-ND5 MT-ND3
MT-CO2 COX7C
MT-CO2 MT-CO3
MT-CO2 COX6C
MT-CO2 COX4I1
MAP3K3 CCM2
CAPZA2 CAPZB
GAB2 GRB2
SMC5 SMC6
SMC5 NSMCE1
MT-ND4 NDUFS5
MT-ND4 NDUFS2
MT-ND4 MT-ND2
MT-ND4 NDUFS1
MT-ND4 NDUFA6
MT-ND4 MT-ND3
CTR9 SUPT5H
CTR9 RTF1
CTR9 CDC73
MT-ND2 NDUFA6
MT-ND2 MT-ND3
CTNNBL1 CDC5L
CTNNBL1 CWC15
CTNNBL1 BCAS2
TAF13 TAF8
TAF13 TBP
NSMCE1 SMC6
INO80 RUVBL2
INO80 INO80E
MT-ND3 NDUFS2
MT-ND3 NDUFA6
SMG5 UPF3A
CNOT7 TOB1
CNOT7 CNOT6
CNOT7 CNOT6L
TSEN15 TSEN34
RPL39 RPL28
RPL39 RPS18
RPL39 RPS4X
RPL39 RPS28
RPL39 RPL34
RPL39 RPL11
RPL39 RPL27
RPL39 RPL7A
RPL39 RPL31
RPL39 RPL24
RPL39 RPS29
RPL39 FAU
RPL39 RPL23A
RPL39 RPL30
RPL39 RPS24
RPL39 RPL23
RPL39 RPS6
RPL39 RPS13
RPL39 RPL36
RPL39 RPL37A
RPL39 RPL35A
RPL39 RPL36A
RPL39 RPL32
RPL39 RPL10A
RPL39 RPS25
RPL39 RPS14
RPL39 RPL5
RPL39 RPS20
RPL39 RPL17
RPL39 RPLP0
RPL39 RPL14
RPL39 RPL9
RPL39 RPS8
RPL39 RPS27
RPL39 RPL13A
RPL39 UBA52
RPL39 RPS10
RPL39 RPL18
RPL39 RPL26
RPL39 RPS19
RPL39 RPL29
RPL39 RPS15
RPL39 RPS5
RPL39 RPL6
PSMB5 PSMC2
PSMB5 PSMD4
PSMB5 PSMD6
PSMB5 PSMA1
PSMB5 PSMC6
PSMB5 PSMB2
PSMB5 PSMB3
PSMB5 PSMC3
PSMB5 PSMD14
PSMB5 PSMA7
CD47 SIRPA
TFB2M POLRMT
RYR2 FKBP1B
HEATR1 TBL3
HEATR1 WDR46
HEATR1 WDR36
HEATR1 PDCD11
HEATR1 NOP56
HEATR1 NOP14
HEATR1 BMS1
HEATR1 WDR43
TSNAX TSN
EGLN1 HIF1A
EXOC8 EXOC3
EXOC8 EXOC5
COG2 COG6
PSEN2 PSENEN
PSEN2 APH1A
ENAH EVL
PARK2 PINK1
EPRS IARS
EPRS LARS
EPRS AIMP1
EPRS EEF1E1
NSL1 DSN1
NSL1 ZWINT
NSL1 MIS12
INTS7 INTS8
INTS7 INTS1
NEK2 CDC20
NEK2 ANAPC4
NEK2 CDC27
MRPL18 MRPL9
TIMM17A TIMM23
CFH CFI
CDC73 RTF1
UCHL5 ADRM1
TAB2 MAP3K7
TAB2 TRAF6
TAB2 TNF
TAB2 UBC
RNF2 BMI1
SF3B5 SNRPE
PEX3 PEX19
UCK2 UPRT
SDHC SDHD
SDHC SDHB
NDUFS2 NDUFS5
NDUFS2 NDUFA8
NDUFS2 NDUFS1
NDUFS2 NDUFA6
PFDN2 PFDN4
PFDN2 PFDN6
PFDN2 PFDN5
MED23 MED18
MED23 MED12
COPA COPG2
COPA COPZ1
ARHGEF11 RHOA
LAMTOR2 SLC38A9
LAMTOR2 LAMTOR3
LAMTOR2 RRAGC
LAMTOR2 RRAGA
CENPW CENPT
DAP3 MRPS22
DAP3 MRPS15
DAP3 MRPS2
IL6R IL6
RPS27 RPL28
RPS27 RPS18
RPS27 RPS4X
RPS27 RPS28
RPS27 RPL34
RPS27 GNB2L1
RPS27 RPL11
RPS27 RPL10
RPS27 RPL27
RPS27 RPL7A
RPS27 RPL31
RPS27 RPL24
RPS27 RPS29
RPS27 FAU
RPS27 RPL23A
RPS27 RPL30
RPS27 RPS24
RPS27 RPL23
RPS27 RPS6
RPS27 RPS13
RPS27 RPL36
RPS27 RPL37A
RPS27 RPL35A
RPS27 RPL36A
RPS27 RPL32
RPS27 RPL10A
RPS27 RPS25
RPS27 RPS14
RPS27 RPL5
RPS27 RPS20
RPS27 RPL17
RPS27 RPLP0
RPS27 RPL14
RPS27 RPL9
RPS27 RPS8
RPS27 RPL13A
RPS27 UBA52
RPS27 RPS10
RPS27 RPL18
RPS27 RPL26
RPS27 RPS19
RPS27 RPL29
RPS27 RPS15
RPS27 RPS5
RPS27 RPL6
CRTC2 CREB1
GATAD2B MTA3
GATAD2B MBD3
CHTOP DDX39B
S100A8 S100A9
MRPL9 MRPL19
MRPL9 MRPS6
MRPL9 MRPL2
BUB3 ANAPC4
BUB3 CDC20
BUB3 CDC27
GTF3C6 GTF3C5
PSMD4 PSMC2
PSMD4 PSMB2
PSMD4 PSMB3
PSMD4 PSMC3
PSMD4 PSMD13
PSMD4 PSMD6
PSMD4 PSMD14
PSMD4 PSMA1
PSMD4 PSMB8
PSMD4 PSMA7
PSMD4 ADRM1
PSMD4 PSMC6
CDK19 CCNC
CDK19 MED12
CDC40 PRPF8
CDC40 CDC5L
CDC40 BCAS2
CDC40 EFTUD2
CDC40 CRNKL1
CDC40 BUD31
ATG5 ATG16L1
ATG5 ATG12
APH1A PSENEN
EIF3A EIF3CL
EIF3A EIF3F
EIF3A EIF3H
EIF3A EIF3I
EIF3A EIF3M
EIF3A EIF3L
MAP3K7 TRAF6
MAP3K7 TNF
MAP3K7 MAP2K6
PHGDH PSAT1
RRAGD SLC38A9
RRAGD LAMTOR3
RRAGD RRAGA
BRCC3 FAM175A
BRCC3 UIMC1
CD2 CD58
NGF NTRK1
BCAS2 PRPF8
BCAS2 HSPA8
BCAS2 CDC5L
BCAS2 CWC15
BCAS2 EFTUD2
BCAS2 PLRG1
DKC1 NOP56
ATP5F1 ATP5J
ATP5F1 ATP5A1
PDCD11 NOP56
PDCD11 NOP14
PDCD11 BMS1
TAF5 TBP
TAF5 TAF1
TAF5 TAF6
TAF5 TAF2
FLNA FBLIM1
GNAI3 GNB1
SUFU GLI2
ACTR1A DCTN2
IRAK1 TRAF6
IRAK1 MYD88
IRAK1 IL1R1
RPL5 RPL28
RPL5 RPS18
RPL5 RPS4X
RPL5 RPS28
RPL5 RPL34
RPL5 GNB2L1
RPL5 RPL11
RPL5 RPL10
RPL5 RPL27
RPL5 RPL7A
RPL5 RPL31
RPL5 RPL24
RPL5 RPS29
RPL5 RPL26L1
RPL5 FAU
RPL5 RPL23A
RPL5 RPL30
RPL5 RPS24
RPL5 RPL23
RPL5 RPS6
RPL5 RPS13
RPL5 RPL36
RPL5 RPL37A
RPL5 RPL35A
RPL5 RPL36A
RPL5 RPL32
RPL5 RPL10A
RPL5 RPS25
RPL5 RPS14
RPL5 RPS20
RPL5 RPL17
RPL5 RPLP0
RPL5 RPL14
RPL5 RPL9
RPL5 RPS8
RPL5 RPL13A
RPL5 UBA52
RPL5 RPS10
RPL5 RPL18
RPL5 RPL26
RPL5 RPS19
RPL5 RPL29
RPL5 RPS15
RPL5 RPS5
RPL5 RPL6
SEC31B SEC13
MRGBP DMAP1
MRGBP MORF4L2
GTF2B GTF2F1
GTF2B POLR2H
GTF2B POLR2E
GTF2B POLR2B
GTF2B TCEA1
GTF2B TBP
GTF2B GTF2A1
GTF2B POLR2A
BCL10 CARD11
RBMX HNRNPK
CD40LG CD40
GNG5 GNB1
PSMA7 PSMB9
PSMA7 PSMC2
PSMA7 PSMD6
PSMA7 PSMA1
PSMA7 PSMC6
PSMA7 PSMB2
PSMA7 PSMB3
PSMA7 PSMC3
PSMA7 PSMD13
PSMA7 PSMD14
PSMA7 PSMB8
EXOSC1 EXOSC10
EXOSC1 EXOSC2
EXOSC1 EXOSC6
EXOSC1 DIS3
EXOSC1 EXOSC8
EXOSC1 EXOSC9
GNG12 GNB1
JUN MAPK9
JUN MAPK8
PFDN4 PFDN6
PFDN4 PFDN5
NDUFA1 NDUFA8
NDUFA1 NDUFB6
NDUFA1 NDUFS5
NDUFA1 NDUFA6
MRPL41 MRPL47
SUPT3H MYC
SUPT3H TAF9
MAGOH DDX39B
MAGOH WIBG
MAGOH UPF3A
MAGOH SMG1
MAGOH UPF1
MAGOH RBM8A
CDC5L PRPF8
CDC5L DDX46
CDC5L SNRPB
CDC5L EFTUD2
CDC5L PLRG1
CDC5L CRNKL1
CDC5L SF3A3
CDC5L CWC22
CDC5L CWC15
ORC1 ORC4
ORC1 CDC45
ORC1 MCM3
MRPS2 MRPS22
MRPS2 MRPS14
MRPS2 MRPS16
MRPS2 MRPS15
IFIT1 IFIT3
RPL7A RPL28
RPL7A RPS18
RPL7A RPS4X
RPL7A RPS28
RPL7A RPL34
RPL7A GNB2L1
RPL7A RPL11
RPL7A RPL10
RPL7A RPL27
RPL7A RPL31
RPL7A RPL24
RPL7A RPS29
RPL7A RPL26L1
RPL7A FAU
RPL7A RPL23A
RPL7A RPL30
RPL7A RPS24
RPL7A RPL23
RPL7A RPS6
RPL7A RPS13
RPL7A RPL36
RPL7A RPL37A
RPL7A RPL35A
RPL7A RPL36A
RPL7A RPL32
RPL7A RPL10A
RPL7A RPS25
RPL7A RPS14
RPL7A RPS20
RPL7A RPL17
RPL7A RPLP0
RPL7A RPL14
RPL7A RPL9
RPL7A RPS8
RPL7A RPL13A
RPL7A UBA52
RPL7A RPS10
RPL7A RPL18
RPL7A RPL26
RPL7A RPS19
RPL7A RPL29
RPL7A RPS15
RPL7A RPS5
RPL7A RPL6
MRPL14 MRPL19
BMPR1A BMP2
GTF3C5 GTF3C4
MRPS18A MRPL47
POLH PCNA
CD40 TRAF3
EXOSC2 EXOSC10
EXOSC2 KHSRP
EXOSC2 EXOSC6
EXOSC2 DIS3
EXOSC2 EXOSC8
EXOSC2 EXOSC9
POLR3A POLR3F
POLR3A POLR2H
POLR3A POLR2E
POLR3A POLR3D
POLR1C POLR1B
POLR1C POLR1E
POLR1C POLR3F
POLR1C POLR2H
POLR1C POLR2E
POLR1C POLR3D
POLR1C POLR2F
CDC20 CDK1
CDC20 PTTG1
CDC20 CDC26
CDC20 CDCA8
CDC20 UBC
CDC20 ANAPC13
CDC20 CDC23
CDC20 ANAPC16
CDC20 ANAPC10
CDC20 MAD1L1
CDC20 ANAPC4
CDC20 ANAPC7
CDC20 CDC27
TNNC2 TNNI2
STK4 MOB1A
YWHAB YWHAZ
MRPS16 MRPL19
MRPS16 MRPS14
MRPS16 MRPL47
MRPS16 MRPS12
MRPS16 MRPL36
MRPS16 MRPS15
NDUFS5 NDUFA13
NDUFS5 NDUFA5
NDUFS5 NDUFA8
NDUFS5 NDUFA3
NDUFS5 NDUFB6
NDUFS5 NDUFS1
NDUFS5 NDUFC1
NDUFS5 NDUFB2
NDUFS5 NDUFA6
NDUFS5 NDUFAB1
NDUFS5 NDUFA11
TAF8 TBP
TAF8 TAF1
TAF8 TAF6
TAF8 TAF2
CCND3 CDKN1A
RRAGC SLC38A9
RRAGC DEPDC5
RRAGC LAMTOR3
RRAGC RRAGA
UTP11L WDR46
CDCA8 INCENP
GNL2 NSA2
MRPS15 MRPL19
MRPS15 MRPS14
MRPS15 MRPL47
MRPS15 MRPS6
AGO1 DICER1
PSMB2 PSMB9
PSMB2 PSMC2
PSMB2 PSMD6
PSMB2 PSMA1
PSMB2 PSMC6
PSMB2 PSMB3
PSMB2 PSMC3
PSMB2 PSMD13
PSMB2 PSMD14
PSMB2 PSMB8
VPS26A VPS29
RBBP4 AEBP2
HDAC1 RBBP7
SRC CTNND1
EIF3I EIF3F
EIF3I EIF3H
EIF3I EIF3M
EIF3I RPS20
EIF3I EIF3L
COPS7B GPS1
RPS4X RPL28
RPS4X RPS18
RPS4X RPS28
RPS4X RPL34
RPS4X GNB2L1
RPS4X RPL11
RPS4X RPL10
RPS4X RPL27
RPS4X RPL31
RPS4X RPL24
RPS4X RPS29
RPS4X FAU
RPS4X RPL23A
RPS4X RPL30
RPS4X RPS24
RPS4X RPL23
RPS4X RPS6
RPS4X RPS13
RPS4X RPL36
RPS4X RPL37A
RPS4X RPL35A
RPS4X RPL36A
RPS4X RPL32
RPS4X RPL10A
RPS4X RPS25
RPS4X RPS14
RPS4X RPS20
RPS4X RPL17
RPS4X RPLP0
RPS4X RPL14
RPS4X RPL9
RPS4X RPS8
RPS4X RPL13A
RPS4X UBA52
RPS4X RPS10
RPS4X RPL18
RPS4X RPL26
RPS4X RPS19
RPS4X RPL29
RPS4X RPS15
RPS4X RPS5
RPS4X RPL6
RBL1 E2F5
RBL1 E2F4
SRSF3 TRA2B
SRSF3 RBM8A
NDUFA8 NDUFA5
NDUFA8 NDUFA3
NDUFA8 NDUFB6
NDUFA8 NDUFA6
NDUFA8 NDUFAB1
NDUFA8 NDUFA11
RCC1 RAN
MED18 MED24
MED18 CCNC
MED18 MED6
MED18 MED22
MED18 MED13
MED18 MED12
RPA2 STRA13
RPA2 TIMELESS
RPA2 TOP3A
RPL10A RPL28
RPL10A RPS28
RPL10A GNB2L1
RPL10A RPL27
RPL10A RPL31
RPL10A RPL24
RPL10A RPL26L1
RPL10A FAU
RPL10A RPS13
RPL10A RPL36
RPL10A RPL37A
RPL10A RPS25
RPL10A RPLP0
RPL10A RPL14
RPL10A RPL9
RPL10A RPS8
RPL10A UBA52
RPL10A RPS10
RPL10A RPL18
RPL10A RPS19
RPL10A RPS5
RPL10A RPS18
RPL10A RPL34
RPL10A RPL11
RPL10A RPL10
RPL10A RPS29
RPL10A RPL23A
RPL10A RPL30
RPL10A RPS24
RPL10A RPL23
RPL10A RPS6
RPL10A RPL35A
RPL10A RPL36A
RPL10A RPL32
RPL10A RPS14
RPL10A RPS20
RPL10A RPL17
RPL10A RPL13A
RPL10A RPL26
RPL10A RPL29
RPL10A RPS15
RPL10A RPL6
ZWINT DSN1
MED12 CCNC
MED12 MED6
MED12 MED24
MED12 MED22
MED12 MED13
POLE3 POLE4
PRPF4 PRPF8
PRPF4 EFTUD2
PRPF4 NHP2L1
CDC26 ANAPC16
CDC26 ANAPC13
CDC26 CDC27
CDC26 CDC23
CDC26 ANAPC10
CDC26 FZR1
CDC26 ANAPC4
CDC26 ANAPC7
INIP NABP2
GNG10 GNB1
FAM21C WASH1
FAM21C KIAA1033
TXN TXNRD1
TXN TXNIP
BMS1 TBL3
BMS1 WDR46
BMS1 WDR36
BMS1 RCL1
BMS1 NOP56
BMS1 NOP14
DAXX SUMO1
RPL11 RPL28
RPL11 RPS18
RPL11 RPS28
RPL11 RPL34
RPL11 GNB2L1
RPL11 RPL10
RPL11 RPL27
RPL11 RPL31
RPL11 RPL24
RPL11 RPS29
RPL11 FAU
RPL11 RPL23A
RPL11 RPL30
RPL11 RPS24
RPL11 RPL23
RPL11 RPS6
RPL11 RPS13
RPL11 RPL36
RPL11 RPL37A
RPL11 RPL35A
RPL11 RPL36A
RPL11 RPL32
RPL11 RPS25
RPL11 RPS14
RPL11 RPS20
RPL11 RPL17
RPL11 RPLP0
RPL11 RPL14
RPL11 RPL9
RPL11 RPS8
RPL11 RPL13A
RPL11 UBA52
RPL11 RPS10
RPL11 RPL18
RPL11 RPL26
RPL11 RPS19
RPL11 RPL29
RPL11 RPS15
RPL11 RPS5
RPL11 RPL6
WDR46 TBL3
WDR46 WDR36
WDR46 NOP14
WDR46 WDR43
IKBKAP ELP2
IKBKAP ELP4
AR NCOA2
LAS1L NOL9
HLA-DMA HLA-DMB
PSMB9 PSMB3
PSMB9 PSMA1
PSMB9 PSMB8
PSMB8 PSMD6
PSMB8 PSMA1
PSMB8 PSMC6
PSMB8 PSMB3
PSMB8 PSMC3
TEX10 WDR18
NOTCH4 MAML2
NOTCH4 MAML3
NCBP1 NELFE
NCBP1 THOC5
MRTO4 NSA2
UPF3A NXF1
UPF3A RNPS1
UPF3A SMG1
UPF3A UPF1
UPF3A RBM8A
RBM7 ZCCHC8
SDHB SDHD
CENPP CENPO
IARS LARS
LSM2 LSM5
LSM2 SNRPE
LSM2 LSM4
LSM2 SNRPB
LSM2 LSM6
SYK VAV1
CKS2 CDK1
ABI1 CYFIP2
ABI1 WASF2
HLA-C B2M
TNFRSF1B TNF
PCCA PCCB
HLA-E B2M
HLA-E KLRC1
WAS CDC42
WAS WIPF1
EXOSC10 EXOSC6
EXOSC10 DIS3
EXOSC10 EXOSC8
EXOSC10 EXOSC9
EDNRB EDN1
UIMC1 BRCA1
UIMC1 FAM175A
CRNKL1 PRPF8
CRNKL1 EFTUD2
CRNKL1 PLRG1
POLR3F POLR3D
POLR3F POLR3G
POLR3F POLR2F
POLR3F CRCP
DIS3 EXOSC6
DIS3 EXOSC9
DIS3 EXOSC8
POLR1E POLR1B
ACTR2 ARPC4
ACTR2 ARPC1B
VPS36 SNF8
NPHP4 RPGRIP1L
TAF2 TBP
TAF2 TAF1
TAF2 TAF6
FANCG STRA13
FANCG TOP3A
FANCG C1ORF86
FANCG FANCB
FANCG FANCL
FANCG FANCA
SUCLA2 SUCLG1
UQCRQ UQCRB
UQCRQ COX7C
UQCRQ UQCR11
GALT GALE
GALT GALK1
POLA1 PRIM2
POLA1 MCM3
PCNA RFC5
PCNA RFC4
PCNA CDKN1A
PCNA RFC3
SNX2 VPS29
EIF1AX RPS18
EXOSC9 EXOSC6
EXOSC9 EXOSC8
EEF1E1 AIMP1
NDUFB6 NDUFA13
NDUFB6 NDUFA3
NDUFB6 NDUFC1
NDUFB6 NDUFB2
NDUFB6 NDUFA6
NDUFB6 NDUFAB1
NDUFB6 NDUFA11
DDX58 MAVS
PHKA2 PHKG2
TEK ANGPT1
RFC3 RFC5
RFC3 RFC4
RFC3 RAD17
RFC3 RFC1
BRCA2 RAD51
NABP2 INTS1
RPS6 RPL28
RPS6 RPS28
RPS6 GNB2L1
RPS6 RPL27
RPS6 RPL31
RPS6 RPL24
RPS6 RPL26L1
RPS6 FAU
RPS6 RPS13
RPS6 RPL36
RPS6 RPL37A
RPS6 RPS25
RPS6 EIF3M
RPS6 RPLP0
RPS6 RPL14
RPS6 RPL9
RPS6 RPS8
RPS6 UBA52
RPS6 RPS10
RPS6 RPL18
RPS6 RPS19
RPS6 RPS5
RPS6 RPS18
RPS6 RPL34
RPS6 RPL10
RPS6 RPS29
RPS6 RPL23A
RPS6 RPL30
RPS6 RPS24
RPS6 RPL23
RPS6 RPL35A
RPS6 RPL36A
RPS6 RPL32
RPS6 RPS14
RPS6 RPS20
RPS6 RPL17
RPS6 RPL13A
RPS6 RPL26
RPS6 RPL29
RPS6 RPS15
RPS6 RPL6
VPS16 VPS11
FAM175A BRCA1
RRAGA SLC38A9
RRAGA DEPDC5
RRAGA LAMTOR3
BTF3 NACA
GMDS TSTA3
TAF9 TBP
RABGEF1 RABEP1
EIF3CL EIF3F
EIF3CL EIF3H
EIF3CL EIF3M
EIF3CL EIF3L
NOP56 TBL3
NOP56 WDR36
NOP56 BOP1
NOP56 NHP2L1
NOP56 NOP14
POLR2B GTF2F1
POLR2B SUPT5H
POLR2B POLR2H
POLR2B POLR2E
POLR2B INTS1
POLR2B POLR2F
POLR2B POLR2A
EXOC1 EXOC3
DDX1 FAM98B
CDK8 CCNC
GART PAICS
RFC1 RFC5
RFC1 RFC4
GNG7 GNB1
RAD51 CHEK1
NELFA NELFCD
SEC13 NUP37
SEC13 SEC31A
SEC13 SEC24B
MRPL2 MRPL22
MRPL2 MRPL47
DCP2 DCP1A
FANCA FANCL
FANCA STRA13
FANCA TOP3A
FANCA C1ORF86
FANCA C19ORF40
FANCA FANCB
TRAPPC9 TRAPPC5
EXOSC8 EXOSC6
CCNK CDK12
PPP2R3B PPP2CA
GNG4 GNB1
RPL13A RPL28
RPL13A RPS28
RPL13A GNB2L1
RPL13A RPL27
RPL13A RPL31
RPL13A RPL24
RPL13A FAU
RPL13A RPS13
RPL13A RPL36
RPL13A RPL37A
RPL13A RPS25
RPL13A RPLP0
RPL13A RPL14
RPL13A RPL9
RPL13A RPS8
RPL13A UBA52
RPL13A RPS10
RPL13A RPL18
RPL13A RPS19
RPL13A RPS5
RPL13A RPS18
RPL13A RPL34
RPL13A RPL10
RPL13A RPS29
RPL13A RPL23A
RPL13A RPL30
RPL13A RPS24
RPL13A RPL23
RPL13A RPL35A
RPL13A RPL36A
RPL13A RPL32
RPL13A RPS14
RPL13A RPS20
RPL13A RPL17
RPL13A RPL26
RPL13A RPL29
RPL13A RPS15
RPL13A RPL6
ERCC2 GTF2H3
ERCC2 GTF2H5
AKT2 PPP2CA
TBP GTF2A2
TBP TAF1
TBP TAF6
TBP GTF2A1
TBP POLR2A
SUMO1 SENP1
GPS1 COPS7A
STRA13 FANCL
STRA13 C19ORF40
RFC4 RFC5
